Original_Text,TFIDF_Similarity,Word2Vec_Similarity,Sentiment_Score,Final_Score
"If a student is found impersonating another student or being impersonated, all current semester examinations for both students will be canceled, and they will receive a grade of ""FF"" for all courses in that semester.",0.0,0.33951752890180154,0.0,0.30185525867054047
 Fr.C.Rodrigues Institute of Technology (FCRIT) has Medical Centre which includes basic medical facilities and plans to serve the needy.,0.0,0.33864712728411106,0.0,0.30159413818523334
"Clerks are paid ?1 per paper, while peons receive ?0.50 per paper.",0.0,0.3364281935088073,0.0,0.30092845805264223
"If a student is found with another student's answer sheet, the examination for that course will be canceled for both students involved, and they will each be awarded a grade of ""FF"" for that course.",0.0,0.334037458213469,0.0,0.3002112374640407
"For oral examinations, the remuneration is ?10 per student.",0.0,0.3315528781937628,0.0,0.29946586345812887
"For a 50-mark question paper, the remuneration is ?200 per set.",0.0,0.3277336653056772,0.0,0.2983200995917032
The principal receives ?2 per paper.,0.0,0.3264558563169247,0.0,0.2979367568950774
"If a student is caught assisting another student during an examination, the examination for that course will be canceled, and a grade of ""FF"" will be awarded.",0.0,0.3239046823359498,0.0,0.29717140470078496
"Teaching-Learning Process:Academic year includes two semesters and optional summer and winter breaks for internships.Outcome-based teaching methods include project-based learning, flipped classrooms, and industrial visits.Department and institute audits ensure quality education. Attendance requirements mandate 75% overall and 50% per course.Faculty mentors guide groups of 22-24 students.",0.07736460053239418,0.4431499889593831,-0.4,0.291627296954012
"The institute has a first-year intake capacity of 420 students Of these, 80% of the seats are allocated through the Centralized Admission Process (CAP), with 51% reserved for Christian minority students and 29% for the open category. Additionally, admissions are available under various government schemes such as the Prime Minister's Scholarship Scheme (PMSS), the Tuition Fee Waiver Scheme (TFWS), and other similar initiatives.",0.0,0.36708523318167197,0.1,0.2901255699545016
"If a student tampers with answer scripts in any way, the examination for the course will be canceled, and the student will be awarded a grade of ""FF"" for that course.",0.0,0.29393125120855756,0.0,0.28817937536256727
"If a student is found in possession of unauthorized material that remains unused, the examination for the course will be canceled, and the student will be awarded a grade of ""FF"" for that course.",0.0,0.29385352341808,0.0,0.288156057025424
"External panel members are paid ?1,000 per course for auditing question papers during each examination.",0.0,0.2915189614412858,0.0,0.2874556884323858
The controller of examination earns ?1.50 per paper.,0.0,0.2897016417141516,0.0,0.2869104925142455
" Fr.C.Rodrigues Institute of Technology (FCRIT) has a Library that Houses over 24,000 books, 2,108 e-books, and 2,062 journals and is equipped with digital and modern resources .",0.0,0.3535901532681,0.1,0.28607704598043004
"If a student is caught copying from unauthorized material, the examination for the course will be canceled, and a grade of ""FF"" will be awarded.",0.0,0.285866331325527,0.0,0.2857598993976581
MOOC and Liberal Learning: Students can take SWAYAM/NPTEL courses for electives and participate in extracurricular activities.,0.0,0.28324837900030825,0.0,0.28497451370009247
"Fr.C.Rodrigues Institute of Technology (FCRIT) offers Doctoral (Ph.D.) Courses  Mechanical, Electrical, and Electronics & Telecommunication .",0.0,0.27610136425369053,0.0,0.28283040927610714
"Fr.C.Rodrigues Institute of Technology (FCRIT) offers Undergratuate (B.Tech) courses in Computer, Mechanical ,Electronics and Telecommunication ,IT .",0.0,0.2753469903185129,0.0,0.2826040970955539
"If the material in possession is deemed insignificant, the student may be granted an opportunity to appear for a re-examination.",0.0,0.27243831344489866,0.0,0.2817314940334696
"Fr.C.Rodrigues Institute of Technology (FCRIT) have been awarded �A� grade by Maharashtra Government , Best College Award (Urban category) by Mumbai University (2022) and ranked among the top 250 engineering colleges in NIRF.",0.0,0.29396960914111325,-0.03333333333333336,0.28152421607566736
 Fr.C.Rodrigues Institute of Technology (FCRIT) have Hostels with Accommodation for 163 boys and separate facilities for girls.,0.0,0.268942786238364,0.0,0.2806828358715092
"Economically Backward Class (EBC) students can avail a 50% tuition fee waiver under the Rajarshi Chhatrapati Shahu Maharaj Scheme. Additionally, students from minority communities pursuing professional courses can receive a scholarship amount of ?50,000.",0.0,0.38651217701632673,0.2,0.27595365310489806
Mechanical Engineering department in Fr.C.Rodrigues Institute of Technology (FCRIT) was established in 1994 with a current intake of 120 students .,0.0,0.24421547839336763,0.0,0.2732646435180103
Computer Engineering department in Fr.C.Rodrigues Institute of Technology (FCRIT) was established in 1994 with a current intake of 120 students .,0.0,0.24382070300111378,0.0,0.27314621090033414
Electronics and Telecommunication Engineering department in Fr.C.Rodrigues Institute of Technology (FCRIT) was established in 1994 with a current intake of 60 students .,0.0,0.24051436973924803,0.0,0.27215431092177444
Electrical Engineering department in Fr.C.Rodrigues Institute of Technology (FCRIT) was established in 1994 with a current intake of 60 students .,0.0,0.23838725917572776,0.0,0.2715161777527183
The B.tech Program in Fr.C.Rodrigues Institute of Technology (FCRIT) offers Multidisciplinary core degree with options for Honours/Minor. ,0.0,0.2621347066975757,-0.05,0.2686404120092727
"For a 100-mark question paper, the remuneration is ?300 per set.",0.0,0.21989208826974546,0.0,0.26596762648092365
 Fr.C.Rodrigues Institute of Technology (FCRIT) has a Canteen that Offers a variety of cuisines.,0.0,0.2195132894279814,0.0,0.26585398682839445
Junior supervisors or under-study supervisors are paid ?150 per exam.,0.0,0.21863886666144905,0.0,0.2655916599984347
Information Technology Engineering department in Fr.C.Rodrigues Institute of Technology (FCRIT) was established in 2001 with a current intake of 60 students .,0.0,0.2178501694534731,0.0,0.26535505083604194
"External panel members participating in project-related work, such as at IITs or industries, receive ?1,000 per day.",0.0,0.21601842480646843,0.0,0.2648055274419405
Fr.C.Rodrigues Institute of Technology (FCRIT) was established in 1994 by Agnel Ashram Fathers.,0.0,0.21364189425517827,0.0,0.2640925682765535
Fr.C.Rodrigues Institute of Technology (FCRIT) is NAAC and NBA accredited.,0.0,0.2129674521281026,0.0,0.2638902356384308
" Fr.C.Rodrigues Institute of Technology (FCRIT) has Comprehensive amenities for sports like football, basketball, swimming, etc.",0.0,0.21188943036825156,0.0,0.26356682911047546
"If a student displays uncooperative behavior or resists during an investigation, the punishment may be increased at the discretion of the Disciplinary Committee.",0.0,0.20627443027204787,0.0,0.26188232908161435
Faculty involved in regular examination duties are entitled to a travel allowance of ?200 per day.,0.0,0.20181915775464745,0.0,0.26054574732639424
"Course Evaluation: Passing requires a minimum of 40% marks.Grades range from AA (?85%) to FF (<40%). Progression to subsequent years requires 50% credits from previous semesters.
",0.0,0.2524295686893705,-0.08333333333333333,0.2590622039401445
"Fr.C.Rodrigues Institute of Technology (FCRIT) is a Christian minority,self-financed institute affiliated with the University of Mumbai.",0.0,0.194895545860025,0.0,0.2584686637580075
Fr.C.Rodrigues Institute of Technology (FCRIT) advocates �Vasudhaiva Kutumbakam� (World is one family).,0.0,0.18667385022604283,0.0,0.2560021550678129
"Students from the NT (Nomadic Tribes), DT (Denotified Tribes), SBC (Special Backward Classes), and VJ (Vimukta Jati) categories are eligible for a 100% tuition fee waiver.",0.0,0.3899543966996212,0.35714285714285715,0.2455577475813149
"Fr.C.Rodrigues Institute of Technology (FCRIT) is located in Vashi, Navi Mumbaispread across 6.8 acres with lush facilities ",0.0,0.21622310755359483,0.1,0.24486693226607847
The  Credit System for Laboratory is 1 credit = 2 contact hours/week.,0.0,0.14377625712209188,0.0,0.24313287713662757
Chief conductors receive ?400 per exam.,0.0,0.12985810550798732,0.0,0.2389574316523962
The eligibility for Honours in Fr.C.Rodrigues Institute of Technology (FCRIT) is CGPI ? 7.5 by the 4th semester.,0.0,0.12623234210372578,0.0,0.23786970263111773
"Exam cell peons are paid ?60 per exam, and floor peons receive ?40 per exam.",0.0,0.12524896635052746,0.0,0.23757468990515823
The Credit System for Theory is 1 credit = 1 contact hour/week.,0.0,0.12017733142152574,0.0,0.23605319942645775
 Fr.C.Rodrigues Institute of Technology (FCRIT) have facility mentors who guide groups of 22-24 students and professional counselor available for special cases.,0.0,0.3054587460723156,0.28571428571428575,0.2344947666788375
2025-02-02T06:02:01.652Z,0.0,0.10994922224222153,0.0,0.23298476667266646
"Fr.C.Rodrigues Institute of Technology is approved by AICTE, New Delhi. ",0.0,0.19396873365607006,0.13636363636363635,0.23091789282409375
The Credit System for Projects is 1 credit = 30 hours.,0.0,0.09648807397421204,0.0,0.22894642219226363
"The Vision of Fr.C.Rodrigues Institute of  Technology (FCRIT)  is to become a progressive center for modern technical education,inspire creativity in students for self-sustainability and foster holistic development with Indian values and ethics .",0.0,0.11245148698531968,0.03333333333333333,0.22706877942892925
"Enrollment and Exit Path:Students must have an APAAR ID linked to Digilocker for secure document storage. Credits can be earned via MoUs with other institutions.Multiple exit options allow certifications after each even semester (UG Certificate, Diploma, or B.Voc Degree), aligned with NEP 2020.Re-entry and lateral entry options are provided, adhering to Mumbai University norms.Eligibility for Honours, Minors, or Research requires a CGPI of 7.5 by the fourth semester.

",0.0,0.15325197433014906,0.11666666666666668,0.22264225896571138
" Fr.C.Rodrigues Institute of Technology (FCRIT) has a Meditation Centre Air-conditioned, equipped with a sound system for spiritual activities.",0.0,0.1917087467039265,0.2,0.217512624011178
Poster presentation was held on 3rd Feb,0.0,0.05674024996500039,0.0,0.21702207498950013
" Fr.C.Rodrigues Institute of Technology (FCRIT) curriculum is a Flexible, learner-centric curriculum with multidisciplinary options based on Outcome-Based Education (OBE) approach which emphazises on hands-on labs, project-based learning from the 2nd year, and mandatory internships . ",0.0,0.3301603761324252,-0.4800000000000001,0.20304811283972754
"The Mission of Fr.C.Rodrigues Institute of Technology (FCRIT) is to deliver industry oriented quality education, provide a holistic environment for personal development and build strong relationships with reputed institutes ,alumni and industry .",0.0,0.1537799552901005,0.21666666666666665,0.20280065325369684
Poster presentation is on 3rd Feb,0.0,0.0030193232214066586,0.0,0.200905796966422
Senior supervisors are remunerated ?250 per exam.,0.0,-0.0038132740528365526,0.0,0.19885601778414905
,0.0,-0.025984637861954447,0.0,0.19220460864141367
"Fr.C.Rodrigues Institute of Technology (FCRIT) have Faculty recognized for research contributions and have secured grants from esteemed bodies like AICTE, Royal Academy of Engineering (UK), and BRNS.",0.0,0.10187417268564751,0.4,0.15056225180569424
"If a student is caught talking during an examination, the examination for that course will be canceled, and the grade will be determined based on the content attempted.",0.0,0.2791982137560129,-0.8,0.12375946412680386
